CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2025-12-12 01:59:49.0802141,E:\Documents and Settings\Bob Hunter\Recent\hourz11.zip.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\hourz11.zip.lnk,778,B0D135A63287ACB4E92ABC036320F482E732D6E9,False,2002-05-14 17:26:04.2563984,2002-05-14 17:26:04.2664128,2002-05-14 17:26:04.2664128,00:00:00
2025-12-12 01:59:49.1123095,E:\Documents and Settings\Bob Hunter\Recent\Hunter Pics.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Hunter Pics.lnk,588,A3C49937FB075B3AB17E9DB7EA6DD8A5532E37EC,False,2002-05-14 18:07:32.2808336,2002-06-03 22:45:52.3003904,2002-06-03 22:45:52.3003904,00:00:00.0096614
2025-12-12 01:59:49.1305251,E:\Documents and Settings\Bob Hunter\Recent\Hunter.log.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Hunter.log.lnk,863,8A6480752188D45E8C88401F348DB9596161103C,False,2002-05-14 17:12:59.4579136,2002-05-14 17:12:59.4679280,2002-05-14 17:12:59.4679280,00:00:00.0158130
2025-12-12 01:59:49.1521629,E:\Documents and Settings\Bob Hunter\Recent\index.htm.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\index.htm.lnk,267,1327601F00A27CBB31C96699CD7EA96CC66C1679,False,2002-06-03 20:05:20.5406000,2002-06-03 20:05:20.5906720,2002-06-03 20:05:20.5906720,00:00:00.0083455
2025-12-12 01:59:49.1698197,E:\Documents and Settings\Bob Hunter\Recent\moviemk.chm.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\moviemk.chm.lnk,841,FF2C9A0F02D80B07CE2D94896A997685CC86E12C,False,2002-06-04 23:54:07.0243888,2002-06-04 23:54:07.0344032,2002-06-04 23:54:07.0344032,00:00:00.0059880
2025-12-12 01:59:49.1952595,E:\Documents and Settings\Bob Hunter\Recent\Q309521.log.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Q309521.log.lnk,522,D88326B6E8E2A256EF990C9F4B29353C5427C39C,False,2002-06-03 22:28:17.1832064,2002-06-03 22:28:17.2432928,2002-06-03 22:28:17.2432928,00:00:00
2025-12-12 01:59:49.2146159,E:\Documents and Settings\Bob Hunter\Recent\receive.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\receive.lnk,822,439F82CEACAABAFD68944658536F8E36A1AA277B,False,2002-05-14 16:33:58.2818113,2002-06-03 22:20:09.3317104,2002-06-03 22:20:09.3317104,00:00:00.0074404
2025-12-12 01:59:49.2230327,E:\Documents and Settings\Bob Hunter\Recent\Removable Disk (C).lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Removable Disk (C).lnk,179,22CA775C26CC3E2558A7BA100DD7A6A472AEB440,False,2002-05-14 17:02:54.8585424,2002-05-14 19:08:11.6377792,2002-05-14 19:08:11.6377792,00:00:00
2025-12-12 01:59:49.2548959,E:\Documents and Settings\Bob Hunter\Recent\Sabrina and Christina.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Sabrina and Christina.lnk,744,A61125E153947E83570EF33E47A702955A6ECAD4,False,2002-06-03 23:55:43.5370928,2002-06-03 23:55:43.5471072,2002-06-03 23:55:43.5471072,00:00:00.0028283
2025-12-12 01:59:49.2743067,E:\Documents and Settings\Bob Hunter\Recent\Sabrina Dewercs.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Sabrina Dewercs.lnk,714,7C60F3A1CE92D90C3696A83E685624D429CDE5C4,False,2002-06-03 23:19:58.1321520,2002-06-04 23:46:08.6965872,2002-06-04 23:46:08.6965872,00:00:00.0033935
2025-12-12 01:59:49.2970742,E:\Documents and Settings\Bob Hunter\Recent\Sample Pictures.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Sample Pictures.lnk,662,F91030F5006E31C13096F6C0426F3B18269E77AC,False,2002-03-31 15:32:06.1016576,2002-03-31 15:55:10.3320832,2002-03-31 15:55:10.3320832,00:00:00.0104573
2025-12-12 01:59:49.3228596,E:\Documents and Settings\Bob Hunter\Recent\session.log.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\session.log.lnk,856,13041519CC8000B41A773DF5FC8FA6F6EAB332CA,False,2002-05-14 17:10:49.4609872,2002-06-05 00:14:31.4849888,2002-06-05 00:14:31.4849888,00:00:00
2025-12-12 01:59:49.3398301,E:\Documents and Settings\Bob Hunter\Recent\Special Interests - Tech Chat.log.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\Special Interests - Tech Chat.log.lnk,1000,1FB762DFBF59BCDDC5B416F77D63B1EEBE9E791A,False,2002-06-05 00:24:33.4806160,2002-06-05 00:24:33.4906304,2002-06-05 00:24:33.4906304,00:00:00.0050419
2025-12-12 01:59:49.3645908,E:\Documents and Settings\Bob Hunter\Recent\WINDOWS.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\WINDOWS.lnk,392,CB0AC6167E7224BCD4D4C645D83CE7B39BCAB28D,False,2002-06-03 22:28:17.3634656,2002-06-03 22:28:17.4035232,2002-06-03 22:28:17.4035232,00:00:00.0107004
2025-12-12 01:59:49.3825411,E:\Documents and Settings\Bob Hunter\Recent\X Drive.txt (2).lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\X Drive.txt (2).lnk,610,1C488F934C7E5F9D243D60880E15E23DEC7EFBD6,False,2002-06-04 23:58:41.2086464,2002-06-04 23:58:41.2186608,2002-06-04 23:58:41.2186608,00:00:00.0131491
2025-12-12 01:59:49.4082721,E:\Documents and Settings\Bob Hunter\Recent\X Drive.txt.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Recent\X Drive.txt.lnk,554,E166C62DFACB6844B2BD08051422C88A16889E3B,False,2002-04-18 20:37:05.7829632,2002-04-18 20:37:05.8430496,2002-04-18 20:37:05.8430496,00:00:00.0098760
2025-12-12 01:59:49.4300226,E:\Documents and Settings\All Users\Desktop\Copernic 2001 Basic.lnk,D:\Data\Target\E\Documents and Settings\All Users\Desktop\Copernic 2001 Basic.lnk,759,2938A9B834F97B61677AD6F0362C9781AF93E888,False,2002-06-03 16:40:45.6809968,2002-06-03 16:40:45.6809968,2002-06-04 22:57:33.0113248,00:00:00.0125874
2025-12-12 01:59:49.4457782,E:\Documents and Settings\All Users\Desktop\Yahoo! Messenger.lnk,D:\Data\Target\E\Documents and Settings\All Users\Desktop\Yahoo! Messenger.lnk,702,DE341AA586BF53F32D76E375EBF99CD1D3CBC8CA,False,2002-05-14 16:22:00.5998353,2002-05-14 16:22:00.6098497,2002-06-04 23:35:52.7008288,00:00:00
2025-12-12 01:59:49.4806570,E:\Documents and Settings\Bob Hunter\Desktop\Agent.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Desktop\Agent.lnk,650,83E45A90CFB541FB64B9C7F5BD65F79AAF0F6797,False,2002-05-14 17:47:32.8192608,2002-05-14 17:23:35.6226736,2002-06-04 23:27:31.9407712,00:00:00.0031732
2025-12-12 01:59:49.5036557,E:\Documents and Settings\Bob Hunter\Desktop\AOL Instant Messenger (SM).lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Desktop\AOL Instant Messenger (SM).lnk,616,0C3E96CA83542556F128BCB1B24B6C894E6B5696,False,2002-03-01 15:39:16.6824432,2002-03-31 16:22:21.7078864,2002-06-03 20:26:56.0935136,00:00:00.0103324
2025-12-12 01:59:49.5319898,E:\Documents and Settings\Bob Hunter\Desktop\Shortcut to Christina Detsiwt.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Desktop\Shortcut to Christina Detsiwt.lnk,289,64AD6EC19D57369ED4FFFA0D1857F5576B3DC0A1,False,2002-06-04 00:02:42.5696320,2002-06-04 00:02:42.5796464,2002-06-04 22:57:32.5907200,00:00:00.0066067
2025-12-12 01:59:49.5575376,E:\Documents and Settings\Bob Hunter\Desktop\Shortcut to Removable Disk (G).lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Desktop\Shortcut to Removable Disk (G).lnk,179,116FEBA7F7F44B9B792E250E3C907164879DEEBA,False,2002-06-05 00:06:50.8727488,2002-06-05 00:06:50.8727488,2002-06-05 00:06:50.8727488,00:00:00.0150031
2025-12-12 01:59:49.5819058,E:\Documents and Settings\Bob Hunter\Desktop\Shortcut to Sabrina and Christina.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Desktop\Shortcut to Sabrina and Christina.lnk,301,7C12E6198B03FE835CA9BFC35738756C479A8543,False,2002-06-04 00:02:47.8972928,2002-06-04 00:02:47.8972928,2002-06-04 22:57:32.5606768,00:00:00.0086262
2025-12-12 01:59:49.6051161,E:\Documents and Settings\Bob Hunter\Desktop\Shortcut to Sabrina Dewercs.lnk,D:\Data\Target\E\Documents and Settings\Bob Hunter\Desktop\Shortcut to Sabrina Dewercs.lnk,283,515A024C353226A7B9DE60040C5201E417FD87FB,False,2002-06-04 00:02:55.2979344,2002-06-04 00:02:55.3079488,2002-06-04 22:57:32.5306336,00:00:00.0158970
2025-12-12 01:59:49.6458140,E:\RECYCLER\S-1-5-21-1229272821-1580818891-854245398-1004\INFO2,D:\Data\Target\E\RECYCLER\S-1-5-21-1229272821-1580818891-854245398-1004\INFO2,20,3F28C7AD4B3400A2828F678DBDFB7592638E8438,False,2002-03-01 15:38:11.4286128,2002-06-05 00:50:01.3872128,2002-06-05 00:50:01.3872128,00:00:00.0190245
2025-12-12 01:59:49.6525467,E:\Windows\System32\config\SAM.LOG,D:\Data\Target\E\Windows\System32\config\SAM.LOG,1024,62557DC37A03B55DB6637BC6FF585F5F8ABB2CC3,False,2002-02-28 15:22:02.3885984,2002-06-04 23:01:54.4804960,2002-06-04 23:01:54.4204096,00:00:00.0067327
2025-12-12 01:59:49.6525467,E:\Windows\System32\config\SECURITY.LOG,D:\Data\Target\E\Windows\System32\config\SECURITY.LOG,1024,927AA3AF8C6CEDDDE3BEC3B25414A4CBC0F8E452,False,2002-02-28 15:22:02.3885984,2002-06-05 00:08:44.1355248,2002-06-05 00:08:44.0554096,00:00:00
2025-12-12 01:59:49.6623695,E:\Windows\System32\config\software.LOG,D:\Data\Target\E\Windows\System32\config\software.LOG,1024,EC69D4C9DB3CADCD2132B9756BBF4F313EAF1873,False,2002-02-28 15:20:18.5137632,2002-06-05 00:46:36.5230576,2002-06-05 00:46:36.4329280,00:00:00.0098228
2025-12-12 01:59:49.6684176,E:\Windows\System32\config\system.LOG,D:\Data\Target\E\Windows\System32\config\system.LOG,1024,60174DA18A03EC72751A06037FB5F7A268DEFF6A,False,2002-02-28 15:20:18.5137632,2002-06-05 00:48:36.1045824,2002-06-05 00:48:35.9443520,00:00:00.0060481
2025-12-12 01:59:49.6730163,E:\Windows\System32\config\SAM,D:\Data\Target\E\Windows\System32\config\SAM,262144,A829950748667241CC08EC7E3B49D1B0FC43F48A,False,2002-02-28 15:22:02.3885984,2002-06-04 22:58:42.9381077,2002-06-04 22:58:42.9381077,00:00:00
2025-12-12 01:59:49.6773407,E:\Windows\System32\config\SECURITY,D:\Data\Target\E\Windows\System32\config\SECURITY,262144,A11B7037427E6ECB15EF59B3DBE5EA1E166D396C,False,2002-02-28 15:22:02.3785840,2002-06-05 00:08:44.1355248,2002-06-05 00:08:44.1355248,00:00:00
2025-12-12 01:59:49.7803126,E:\Windows\System32\config\software,D:\Data\Target\E\Windows\System32\config\software,9175040,548002BAD420B98736D4B1D8F2F76868D976FF5F,False,2002-02-28 15:20:18.2333600,2002-06-04 23:54:57.0563312,2002-06-04 23:54:57.0563312,00:00:00.0481792
2025-12-12 01:59:49.8117056,E:\Windows\System32\config\system,D:\Data\Target\E\Windows\System32\config\system,2883584,B2E7F4A86D248D755637F70F4222AE63B0A51189,False,2002-02-28 15:20:17.8027408,2002-06-05 00:06:13.6392096,2002-06-04 23:01:47.2701280,00:00:00.0157014
2025-12-12 01:59:49.8466187,E:\Documents and Settings\Bob Hunter\NTUSER.DAT,D:\Data\Target\E\Documents and Settings\Bob Hunter\NTUSER.DAT,1572864,171A2E77BB36754DA5ACB709D0076A78D6790298,False,2002-02-28 22:22:27.9242352,2002-06-05 00:47:38.0615456,2002-06-04 23:21:26.8057328,00:00:00.0189276
2025-12-12 01:59:49.8555624,E:\Documents and Settings\Default User\NTUSER.DAT,D:\Data\Target\E\Documents and Settings\Default User\NTUSER.DAT,233472,2A80B0C602F60F61C54EF94209B8D24AB627AF97,False,2002-02-28 21:59:20.6363488,2002-02-28 21:59:20.8967232,2002-02-28 21:59:20.8967232,00:00:00.0015210
2025-12-12 01:59:49.8671772,E:\Documents and Settings\LocalService\NTUSER.DAT,D:\Data\Target\E\Documents and Settings\LocalService\NTUSER.DAT,233472,A86D398A271056AF9BAFEE0EFF8AB73C02975F34,False,2002-02-28 22:05:43.1502832,2002-06-04 22:58:42.9280933,2002-06-04 22:58:42.9280933,00:00:00.0044667
2025-12-12 01:59:49.8786639,E:\Documents and Settings\NetworkService\NTUSER.DAT,D:\Data\Target\E\Documents and Settings\NetworkService\NTUSER.DAT,233472,594A2F20B70B4C6C37134AF4D2A8D009E21A7F62,False,2002-02-28 22:05:41.3877488,2002-06-04 22:58:42.9280933,2002-06-04 22:58:42.9280933,00:00:00.0038710
2025-12-12 01:59:49.8786639,E:\Windows\System32\config\default,D:\Data\Target\E\Windows\System32\config\default,262144,03C7E08314ECBB2C72B275BB9CE6233ACEC940A8,False,2002-02-28 15:20:18.3435184,2002-06-04 22:58:42.9381077,2002-06-04 22:58:42.9381077,00:00:00
2025-12-12 01:59:49.8936090,E:\Windows\System32\config\default.LOG,D:\Data\Target\E\Windows\System32\config\default.LOG,1024,8695062495A9DCA7739AD88E953ECC26B62F2E16,False,2002-02-28 15:20:18.5337920,2002-06-05 00:08:34.5617584,2002-06-05 00:08:34.4716288,00:00:00.0031103
2025-12-12 01:59:49.9091694,E:\Windows\SchedLgU.Txt,D:\Data\Target\E\Windows\SchedLgU.Txt,6500,F46985393DDB78181015610D93F0A395D0932CD7,False,2002-02-28 22:05:45.4535952,2002-06-04 22:58:39.4931541,2002-06-04 22:58:39.4931541,00:00:00.0024923
2025-12-12 01:59:49.9845407,E:\Windows\setupapi.log,D:\Data\Target\E\Windows\setupapi.log,264850,3AA000296252D8D11DFC885D092B457035F3ED19,False,2002-02-28 15:22:44.5592368,2002-06-05 00:06:18.0054880,2002-06-05 00:06:18.0054880,00:00:00.0214887
2025-12-12 01:59:50.1751854,E:\$MFT,D:\Data\Target\E\$MFT,11753472,A9F7305A0B6D676E212A0BA4E6BC5AEDD486966D,True,2002-02-28 15:13:36.1251568,2002-02-28 15:13:36.1251568,2002-02-28 15:13:36.1251568,00:00:00.0320104
2025-12-12 01:59:50.4173744,E:\$LogFile,D:\Data\Target\E\$LogFile,10600448,61DE8B424962ED8C66300ECB910FAE0B5A387B84,True,2002-02-28 15:13:36.1251568,2002-02-28 15:13:36.1251568,2002-02-28 15:13:36.1251568,00:00:00.0384647
2025-12-12 01:59:50.4344933,E:\$Secure:$SDS,D:\Data\Target\E\$Secure_$SDS,294952,A0C30CA79D75D1531C459521907881A6771A4E19,True,1601-01-01 00:00:00.0000000,1601-01-01 00:00:00.0000000,1601-01-01 00:00:00.0000000,00:00:00
2025-12-12 01:59:50.4344933,E:\$Boot,D:\Data\Target\E\$Boot,8192,099596B251C1976B8CFE4C3FA141F0C99C3A8C87,True,2002-02-28 15:13:36.1251568,2002-02-28 15:13:36.1251568,2002-02-28 15:13:36.1251568,00:00:00
